timestamp_ms,rssi,snr,timestamp_s_server_side,total_packet_count_av,total_packet_count_gse,FlightState,dual_board_connectivity_state_flag,recovery_checks_complete_and_flight_ready,GPS_fix_flag,payload_connection_flag,camera_controller_connection_flag,GPS_latitude,GPS_longitude,navigationStatus,qw,qx,qy,qz
29000,0,0,29,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
30000,0,0,30,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
31000,0,0,31,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
32000,0,0,32,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
33000,0,0,33,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
34000,0,0,34,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
35000,0,0,35,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
36000,0,0,36,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
37000,0,0,37,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
38000,0,0,38,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
39000,0,0,39,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
40000,0,0,40,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
41000,0,0,41,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
42000,0,0,42,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
43000,0,0,43,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
44000,0,0,44,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
45000,0,0,45,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
46000,0,0,46,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
47000,0,0,47,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
48000,0,0,48,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
49000,0,0,49,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
50000,0,0,50,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
51000,0,0,51,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
52000,0,0,52,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
53000,0,0,53,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
54000,0,0,54,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
55000,0,0,55,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
56000,0,0,56,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
57000,0,0,57,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
58000,0,0,58,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
59000,0,0,59,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
60000,0,0,60,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
61000,0,0,61,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
62000,0,0,62,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
63000,0,0,63,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
64000,0,0,64,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
65000,0,0,65,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
66000,0,0,66,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
67000,0,0,67,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
68000,0,0,68,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
69000,0,0,69,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
70000,0,0,70,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
71000,0,0,71,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
72000,0,0,72,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
73000,0,0,73,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
74000,0,0,74,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
75000,0,0,75,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
76000,0,0,76,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
77000,0,0,77,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
78000,0,0,78,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
79000,0,0,79,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
80000,0,0,80,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
81000,0,0,81,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
82000,0,0,82,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
83000,0,0,83,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
84000,0,0,84,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
85000,0,0,85,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
86000,0,0,86,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
87000,0,0,87,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
88000,0,0,88,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
89000,0,0,89,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
90000,0,0,90,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
91000,0,0,91,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
92000,0,0,92,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
93000,0,0,93,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
94000,0,0,94,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
95000,0,0,95,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
96000,0,0,96,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
97000,0,0,97,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
98000,0,0,98,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
99000,0,0,99,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
100000,0,0,100,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
101000,0,0,101,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
102000,0,0,102,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
103000,0,0,103,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
104000,0,0,104,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
105000,0,0,105,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
106000,0,0,106,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
107000,0,0,107,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
108000,0,0,108,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
109000,0,0,109,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
110000,0,0,110,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
111000,0,0,111,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
112000,0,0,112,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
113000,0,0,113,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
114000,0,0,114,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
115000,0,0,115,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
116000,0,0,116,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
117000,0,0,117,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
118000,0,0,118,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
119000,0,0,119,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
120000,0,0,120,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
121000,0,0,121,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
122000,0,0,122,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
123000,0,0,123,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
124000,0,0,124,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
125000,0,0,125,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
126000,0,0,126,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
127000,0,0,127,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
128000,0,0,128,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
129000,0,0,129,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
130000,0,0,130,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
131000,0,0,131,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
132000,0,0,132,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
133000,0,0,133,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
134000,0,0,134,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
135000,0,0,135,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
136000,0,0,136,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
137000,0,0,137,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
138000,0,0,138,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
139000,0,0,139,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
140000,0,0,140,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
141000,0,0,141,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
142000,0,0,142,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
143000,0,0,143,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
144000,0,0,144,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
145000,0,0,145,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
146000,0,0,146,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
147000,0,0,147,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
148000,0,0,148,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
149000,0,0,149,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
150000,0,0,150,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
151000,0,0,151,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
152000,0,0,152,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
153000,0,0,153,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
154000,0,0,154,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
155000,0,0,155,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
156000,0,0,156,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
157000,0,0,157,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
158000,0,0,158,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
159000,0,0,159,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
160000,0,0,160,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
161000,0,0,161,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
162000,0,0,162,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
163000,0,0,163,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
164000,0,0,164,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
165000,0,0,165,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
166000,0,0,166,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
167000,0,0,167,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
168000,0,0,168,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
169000,0,0,169,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
170000,0,0,170,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
171000,0,0,171,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
172000,0,0,172,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
173000,0,0,173,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
174000,0,0,174,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
175000,0,0,175,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
176000,0,0,176,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
177000,0,0,177,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
178000,0,0,178,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
179000,0,0,179,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
180000,0,0,180,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
181000,0,0,181,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
182000,0,0,182,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
183000,0,0,183,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
184000,0,0,184,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
185000,0,0,185,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
186000,0,0,186,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
187000,0,0,187,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
188000,0,0,188,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
189000,0,0,189,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
190000,0,0,190,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
191000,0,0,191,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
192000,0,0,192,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
193000,0,0,193,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
194000,0,0,194,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
195000,0,0,195,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
196000,0,0,196,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
197000,0,0,197,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
198000,0,0,198,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
199000,0,0,199,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
200000,0,0,200,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
201000,0,0,201,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
202000,0,0,202,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
203000,0,0,203,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
204000,0,0,204,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
205000,0,0,205,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
206000,0,0,206,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
207000,0,0,207,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
208000,0,0,208,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
209000,0,0,209,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
210000,0,0,210,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
211000,0,0,211,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
212000,0,0,212,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
213000,0,0,213,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
214000,0,0,214,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
215000,0,0,215,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
216000,0,0,216,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
217000,0,0,217,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
218000,0,0,218,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
219000,0,0,219,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
220000,0,0,220,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
221000,0,0,221,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
222000,0,0,222,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
223000,0,0,223,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
224000,0,0,224,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
225000,0,0,225,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
226000,0,0,226,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
227000,0,0,227,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
228000,0,0,228,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
229000,0,0,229,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
230000,0,0,230,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
231000,0,0,231,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
232000,0,0,232,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
233000,0,0,233,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
234000,0,0,234,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
235000,0,0,235,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
236000,0,0,236,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
237000,0,0,237,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
238000,0,0,238,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
239000,0,0,239,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
240000,0,0,240,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
241000,0,0,241,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
242000,0,0,242,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
243000,0,0,243,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
244000,0,0,244,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
245000,0,0,245,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
246000,0,0,246,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
247000,0,0,247,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
248000,0,0,248,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
249000,0,0,249,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
250000,0,0,250,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
251000,0,0,251,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
252000,0,0,252,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
253000,0,0,253,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
254000,0,0,254,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
255000,0,0,255,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
256000,0,0,256,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
257000,0,0,257,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
258000,0,0,258,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
259000,0,0,259,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
260000,0,0,260,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
261000,0,0,261,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
262000,0,0,262,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
263000,0,0,263,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
264000,0,0,264,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
265000,0,0,265,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
266000,0,0,266,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
267000,0,0,267,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
268000,0,0,268,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
269000,0,0,269,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
270000,0,0,270,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
271000,0,0,271,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
272000,0,0,272,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
273000,0,0,273,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
274000,0,0,274,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
275000,0,0,275,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
276000,0,0,276,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
277000,0,0,277,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
278000,0,0,278,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
279000,0,0,279,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
280000,0,0,280,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
281000,0,0,281,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
282000,0,0,282,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
283000,0,0,283,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
284000,0,0,284,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
